CIC,ACNA,Entity,Assgnmt Dt,Contact,Phone,Street,City,State,Zip
1980,KFN,"Kansas Fiber Network, LLC",2/6/2012,John Hageman,316-712-6017,8201 E 34th Street Cir N,Wichita,KS,67225
1998,NMX,Norcast Communications Corp.,03/11/2003,Cheryl R. Lovell,805-540-5002,"1998 Santa Barbara St., Suite 100","San Luis Obispo,",CA,93401
1999,LWB,Les.Net (1996) Inc.,4/5/2005,Leslie Bester,866-944-0009,1003 - 77 Edmonton Street,"Winnipeg, Manitoba",CANADA,R3C 4H8
2013,BKU,BEK Communications Cooperative,10/16/2009,Derrick Bulawa,701-475-2361,200 East Broadway,Steele,ND,58482
2014,KME,"MEI Telecom, Inc.",12/5/2013,David Stoll,269-623-9005,123 West Orchard,Delton,MI,49046
2020,KEM,Kenora Municipal Telephone System,05/20/2003,Jim Mahon,807-467-2293,110 Matheson Street South,"Kenora, Ontario",CANADA,P9N 1T8
2101,LBN,Albany Mutual Telephone Association,4/17/2008,Steven Katka,320-845-2101,131 6th St.,Albany,MN,56307
2114,NIV,"Northern Telephone Cooperative, Inc.",08/02/2002,Rick Neva,406-937-2114,"121 1st Street North, P.O. Box 190","Sunburst,",MT,59482
2121,IRK,Iristel Inc.,8/15/2009,Andreea Badea,416-800-0030,"675 Cochrane Drive, East Tower, 6th Floor","Markham, Ontario",CANADA,L3R 0B8
2143,YPT,"SPTC Telcom, LTD",5/26/2006,Wade Maner,806-763-2301,"2425 Marshall St., P.O. Box 1379",Lubbock,TX,79408
2200,WOK,"Wichita Online, Inc.",3/24/2011,Dustin Hilliary,580-529-2700,22972 State Hwy. 58,Lawton,OK,73507
2211,LPY,"Lipan Telephone Co., Inc.",5/3/2005,Deana Williams,254-646-2211,P.O. Box 187,Lipan,TX,76462-0187
2220,BJC,Benton Cooperative Telephone Company,12/29/2006,Cheryl Scapanski,320-393-2115,2220 125th St. NW,Rice,MN,56367-9701
2221,LAE,"Local Access Network, LLC",12/29/2006,Cheryl Scapanski,320-393-2115,2220 125th St. NW,"Rice,",MN,56367-9701
2222,RBK,Caribbean Cable Communications (Anguilla) Limited,11/27/2006,Donald R. Curtis,264-461-5892,Edwin Wallace Rey Drive,The Valley,Anguilla,---
2275,MVY,"Minnesota Valley Communications, Inc.",05/31/2002,Danny Busche,507-557-2275,318 2nd Ave. East,"Franklin,",MN,55333
2276,RKR,Crocker Telecommunications LLC,1/30/2006,Matthew S. Crocker,413-746-2760,P.O. Box 730,Greenfield,MA,01302
2282,BDE,Bledsoe Telephone Cooperative,09/30/2002,Charles H. Boring,423-447-2121,P.O. Box 609,Pikeville,TN,37367
2323,SHO,"ICG ChoiceCom, L.P.",1/31/2007,Jurgen Feltmann,---,PB Box 94447,Seattle,WA,98124
2345,DBL,Distributel Communications Ltd.?,06/06/2003,Don Cavanagh,613-237-7055,"Floor 3, 177 Nepean Street","Ottawa, Ontario",CANADA,K2P 0B4
2364,OLH,Colton Telephone Company,09/13/2003,Stephanie Sauvageau,503-824-3211,"20983 S. Hwy. 211, P.O. Box 68","Colton,",OR,97017
2411,,RESTRICTED-Unavailable for assignment until further notice,,,,,,,
2428,VTP,Vancouver Telephone Company Limited,7/6/2004,Heidi Reed,301-610-4300,"7361 Calhoun Pl., Suite 650","Rockville,",MD,20855
2461,WCQ,Waldron Communication Co.,08/28/2003,Lucinda Bernath,517-286-6211,115 South Main St.,"Waldron,",MI,49288
2462,HUL,"Choicetel, LLC",4/7/2008,Ted A. Bogeman,715-477-1002,118 Spruce St.,Eagle River,WI,54521
2500,OEK,"Otel Telekom, Inc.",5/13/2004,Gent Cav,603-296-4486,"1 Sundial Ave., Suite #210","Manchester,",NH,03103
2525,OTQ,Orion Telecommunications Corp,10/31/2002,---,---,42-40 Bell Blvd.,"Bayside,",NY,11381
2551,IEG,"IdeaOne Telecom, Inc. dba Consolidated Communications",10/5/2006,Greg Hasse,507-387-1793,221 E. Hickory St.,Mankato,MN,56001
2552,IEG,"IdeaOne Telecom, Inc. dba Consolidated Communications",5/13/2010,Greg Hasse,507-387-1793,221 E. Hickory St.,Mankato,MN,56001
2561,QCM,Central Michigan Communication Co.,5/14/2012,Ron Ray,989-561-9930,425 Main St.,Blanchard,MI,49310-0067
2583,BGS,"Bluegrass Telephone Company, Inc.",6/16/2004,Joseph McClung,270-242-3600,101 Mill St.,Leitchfield,KY,42754
2638,OHY,"Citynet Ohio, LLC",05/20/2003,Randy C. Showalter,614-364-7869,100 Citynet Dr.,Bridgeport,WV,26330
2647,BHS,"Bright House Networks Information Services (Florida), LLC",9/25/2006,Allyson I. Blevins,314-394-9852,12405 Powerscourt Dr.,St. Louis,MO,63131
2693,OZD,Cozad Telephone Co.,9/24/2004,Daren Chrisinger,308-784-4044,122 East 7th St.,"Cozad,",NE,69130
2725,NVO,"Northern Valley Communications, LLC",8/23/2010,James Groft,605-725-1000,"2211 8th Ave. NE, Suite 1101",Aberdeen,SD,57401
2737,BDK,"Bresnan Digital Services, LLC",8/3/2006,Allyson I. Blevins,314-394-9852,12405 Powerscourt Drive,St. Louis,MO,63131
2759,LBK,"AST Telecom, LLC dba Blue Sky Communications",5/25/2005,Li'a Tufele,684-699-2759 x1072,"Laufou Bldg., Nuuuli",Pago Pago,American Samoa,96799
2760,LBK,"AST Telecom, LLC dba Blue Sky Communications",10/22/2007,Li'a Tufele,684-699-2759 x1072,"Laufou Bldg., Nuuuli",Pago Pago,American Samoa,96799
2835,TOV,"Buckeye TeleSystem, Inc.",11/8/2005,Ericka Crissman,419-724-3890,4818 Angola Rd.,"Toledo,",OH,43615
2853,BDE,Bledsoe Telephone Cooperative,7/10/2009,Charles H. Boring,423-447-2121,P.O. Box 609,Pikeville,TN,37367
2953,BLF,"BWTelcom Long Distance, Inc.",4/27/2009,Randall Raile,308-423-2000,"607 Chief St., P.O. Box 645",Benkelman,NE,69021
3000,---,Globalive Communications Corp.,02/20/2003,Andy Jaikissoon,647-925-5555,"48 Younge St., Suite 1200","Toronto, Ontario",CANADA,M5E 1G6
3013,KPU,City of Ketchikan dba Ketchikan Public Utilities,1/7/2011,Tina Bredehoft,907-228-5479,2970 Tongass Ave.,Ketchikan,AK,99901
3210,WDE,WorldNet Telecommunications Inc.,3/31/2005,Wilma I. Perez,787-705-7006,CIM 90 Carr 165 Suite 201-202,Guaynabo,Puerto Rico,00968-8059
3301,UUD,"Cumberland Cellular, LLC",11/7/2006,Daryl L. Hammond,270-343-1111,2150 North Main St.,Jamestown,KY,42629
3366,SDQ,"Windstream NuVox, Inc.",09/19/2003,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
3368,LPM,Local Access Prime - LLC,05/31/2002,Mark A. Carrier,360-623-4555,"P.O. Box 683, 1417 Kresky Ave.",Centralia,WA,98532
3411,,RESTRICTED-Unavailable for assignment until further notice,,,,,,,
3420,MUG,"MTC Communications, Inc.",12/16/2010,Marsha Livingstone,309-776-4090,210 N. Coal St.,Colchester,IL,62326
3444,YLT,Transact Limited,11/28/2011,David Diana,441-500-3263,22 Church Street,"Hamilton, Pembroke",Bermuda,HM11A
3456,FLF,"Finger Lakes Technologies Group, Inc.",6/3/2007,Rachel Brocklebank,585-433-6512,7890 Lehigh Crossing,Victor,NY,14564
3457,FLF,"Finger Lakes Technologies Group, Inc.",6/25/2008,Rachel Brocklebank,585-433-6512,7890 Lehigh Crossing,Victor,NY,14564
3551,MUQ,"Mainstreet Communications, LLC",5/10/2007,Brett Christiansen,218-346-8138,150 2nd Street SW,Perham,MN,56573
3572,PVQ,"Mid-Plains Rural Tel. Cooperative, Inc.",7/29/2008,LaTonda Stout,806-668-4420,411 North Hale St.,Tulia,TX,79088
3601,BGK,Brightlink Communications LLC,10/2/2019,Travis Nordwald,404-334-1130,"2859 Paces Ferry Rd., Suite 1850",Atlanta,GA,30339
3653,FMJ,"Fort Mojave Long Distance, Inc.",8/30/2006,Linda Gutierrez,928-346-2500,"8490 S. Hwy. 95, Suite 104",Mohave Valley,AZ,86440
3672,DRF,Deerfield Farmers Telephone Company,3/21/2011,Victoria Stevens,734-279-5535,4200 Teal Rd.,Petersburg,MI,49270
3835,DEU,Deltel Communications,11/06/2001,Matt LeBlanc,337-685-2342,104 N. Corner St.,"Delcambre,",LA,70528
3853,EXZ,"Eastex Telephone Cooperative, Inc. dba Eastex Long Distance",4/17/2007,Rusty Dorman,903-854-1108,3675 Hwy. 79 South,Henderson,TX,75654
3855,FUV,FULLnet Advanced Communications Inc.,8/4/2009,Kurt Greener,812-482-3642,335  S. US Hwy. 321,Jasper,IN,47546-3299
3874,NWW,"Edge Wireless, LLC",06/16/2003,Sally West,---,"650 SW Columbia, Suite 7200","Bend,",OR,97702
4000,KMD,"West Telecom Services, LLC",8/23/2011,Christi Martin,469-727-1536,"3200 W. Pleasant Run Rd., Suite 300",Lancaster,TX,75146
4033,TVF,"CTC Telecom, Inc.",1/21/2013,Kristie J. Kanady,208-257-3314,P.O. Box 88,"Cambridge,",ID,83610
4040,XMW,Comwave Networks Inc.,11/12/2012,Priyesh Modi,416-663-9700,61 Wildcat Rd.,"Toronto, Ontario",CANADA,M3J 2P5
4110,,RESTRICTED-Unavailable for assignment until further notice,,,,,,,
4111,,RESTRICTED-Unavailable for assignment until further notice,,,,,,,
4112,,RESTRICTED-Unavailable for assignment until further notice,,,,,,,
4113,,RESTRICTED-Unavailable for assignment until further notice,,,,,,,
4114,,RESTRICTED-Unavailable for assignment until further notice,,,,,,,
4115,,RESTRICTED-Unavailable for assignment until further notice,,,,,,,
4116,,RESTRICTED-Unavailable for assignment until further notice,,,,,,,
4117,,RESTRICTED-Unavailable for assignment until further notice,,,,,,,
4118,,RESTRICTED-Unavailable for assignment until further notice,,,,,,,
4119,,RESTRICTED-Unavailable for assignment until further notice,,,,,,,
4121,HTY,"Home Town Telephone, LLC",12/17/2003,Anthony Petrone,772-345-2000,"1100 NW 163rd Dr., Suite A","Miami,",FL,33169
4216,GFD,Glasford Telephone Company,07/19/2002,Stan W. Brown,309-389-2111,"209 E. Main St., P.O. Box 169","Glasford,",IL,61533
4220,SUU,Supra Telecommunications & Information Systems,07/21/2003,---,---,---,---,---,---
4223,AXK,"ACD Telecom, Inc.",9/21/2009,Sarah Nadeau,517-999-3223,1800 N. Grand River Avenue,Lansing,MI,48906
4228,GSB,"Georgia Business Net Telecommunications, LLC",10/1/2007,W. Clayton Colvin,706-823-2115,229 S. Belair Rd.,Augusta,GA,30917
4264,EEO,"Access One, Inc.",8/18/2005,Piper Villatoro,312-441-9915,820 W. Jackson Blvd.,Chicago,IL,60607
4327,LRV,"Loretto Communication Services, Inc. dba Loretto Telecom",11/7/2004,Bridget Holden,931-853-4351,136 South Main St.,Loretto,TN,38469
4328,LRV,"Loretto Communication Services, Inc. dba Loretto Telecom",11/10/2005,Bridget Holden,931-853-4351,136 South Main St.,Loretto,TN,38469
4343,WWB,"WWC, Inc. dba Solution Long Distance",2/7/2008,Mackie Brasher,662-983-1220,P.O. Box 489,Bruce,MS,38915
4411,,RESTRICTED-Unavailable for assignment until further notice,,,,,,,
4441,XAE,"Alpha Enterprises Limited, Inc.",3/30/2011,Lori A. Van,906-639-3500,397 US 41 N.,Carney,MI,49812
4444,NSH,Netspan Corporation dba Foremost Telecommunications,12/23/2011,Mary S. Adams,469-554-4400,5757 Alpha Rd.,Dallas,TX,75240
4455,NCF,Network Communications International Corp.,04/10/2003,Stephanie Jackson,903-757-4455 x 1004,606 East Magrill St.,"Longview,",TX,75601
4466,NCF,Network Communications International Corp.,6/29/2009,Stephanie Jackson,903-757-4455 x 1004,606 East Magrill St.,"Longview,",TX,75601
4483,---,Globalive Communications Corp.,11/14/2003,Andy Jaikissoon,647-925-5555,"48 Younge St., Suite 1200","Toronto, Ontario",CANADA,M5E 1G6
4488,FGB,Fastrack Global Billing Networks Inc.,3/4/2005,Mark Fietz,403-259-7587,"Suite #8, 4550 - 112th Ave. S E","Calgary, Alberta",CANADA,T2C 2K2
4564,LPE,"Callis Communications, Inc.",11/7/2005,Craig Miller,601-974-7126,"1018 Highland Colony Pkwy., Suite 400",Ridgeland,MS,39157
4567,HDT,Halstad Telephone Company,7/26/05,Mark Forseth,218-456-2125,Box 55,Halstad,MN,56548
4578,FGB,Fastrack Global Billing Networks Inc.,3/18/2005,Mark Fietz,403-259-7587,"Suite #8, 4550 - 112th Ave. S E","Calgary, Alberta",CANADA,T2C 2K2
4601,LLD,"LEC Long Distance, Inc.",01/30/2002,Dee Cobern,---,"192 W. Broadway, P.O. Box 562","Peculiar,",MO,64078
4608,BGD,"Burke's Garden Telephone Company, Inc.",8/26/2008,Fred E. Lawless,276-472-2345,7044 Burke's Garden Rd.,Tazewell,VA,24651
4636,IFX,"Broadvox-CLEC, LLC",8/1/2007,Bryan Bethea,312-380-4549,"550 W. Adams St., Suite 900",Chicago,IL,60661
4638,IEF,"iNET Communications, LLC",1/11/2013,Charles A. Murray,617-532-3958,"7 Faneuil Marketplace, 3rd Floor",Boston,MA,02109
4649,MZI,MGW Long Distance,02/05/2002,Craig Smith,540-925-2255,P.O. Box 105,"Williamsville,",VA,24487
4680,IQS,"Dobson Technologies - Transport and Telecom Solutions, LLC",06/06/2003,Becky Cogburn,405-242-0173,14101 Wireless Way,Oklahoma City,OK,73134
4737,PVM,Pacific Data Systems,3/6/2007,Joey San Agustin,671-648-4205,"185 Illipog Dr., Suite 204A",Tamuning,Guam,96913
4778,ISW,ISP Telecom Inc.,6/7/2006,Melanye Caisse,416-548-4619,1155 Rene Levesque Ouest #2500,"Montreal, Quebec",CANADA,H3B 2K4
4785,GDV,Gardonville Cooperative Telephone Association,1/23/2008,David Wolf,320-524-2211,800 Central Ave. N,Brandon,MN,56315
4835,---,Huron Telecommunications Co-Operative Limited,09/29/2001,Glenn R. Grubb,519-395-2625,"Box 220, 60 Queen Street","Ripley, Ontario",CANADA,N0G 2R0
4842,IVP,IVIC Telecom S.E.N.C.,9/14/2006,Yves Duval,819-358-8820,111 rue du 12 Novembre,"Nicolet, Quebec",CANADA,J3T 1S3
4847,PSR,"Public Service Cellular, Inc.",12/12/2005,Stephen Bass,478-847-4111,8 North Winston St.,Reynolds,GA,31076
4848,YSB,"Astound Broadband, LLC",4/23/2009,Ernie Keller,415-349-2910,"200 Paul Ave., Suite 301",San Francisco,CA,94124
4853,HWY,"Hawaiian Telcom Services Company, Inc.",7/16/2005,Robert Mapes,808-546-3092,1177 Bishop St.,"Honolulu,",HI,96813
4872,UYA,"United Systems Access Telecom, Inc.",10/07/2002,Preston Gilbert,207-467-8340,"5 Bragdon Lane, Suite 200","Kennebunk,",ME,04043-7262
5000,---,Reserved for Testing Purposes Only,,,---,,,,
5001,MHS,"MH Communications, Inc.",12/30/1996,Cathy Blum,608-437-5551,200 E. Main St.,Mt. Horeb,WI,53572
5003,NNN,"Windstream D&E Systems, Inc.",04/30/1997,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
5005,PMV,"Pembroke Advanced Communications, Inc.",05/20/2002,Jeanne McCormick,912-653-4389,185 East Bacon St.,"Pembroke,",GA,31321
5006,BAT,Bay Area Teleport,,---,---,---,---,---,---
5007,EGY,"Egyptian Communications Services, Inc.",02/07/1996,Kevin Jacobsen,618-774-1166,1010 W. Broadway,"Steeleville,",IL,62288
5008,PMV,"Pembroke Advanced Communications, Inc.",6/13/2007,Jeanne McCormick,912-653-4389,185 East Bacon St.,"Pembroke,",GA,31321
5010,KYW,"Terra Nova Telecom, Inc.",10/19/2011,Travis Mikalson,305-453-2002,11523 Palm Brush Trail #401,Lakewood Ranch,FL,34202
5011,JCV,"Comcast Cablevision of Virginia, Inc.",06/13/1996,John Blimmel,303-658-7197,183 Inverness Drive West,Englewood,CO,80111
5012,FTC,"Nexband Communications, Inc.",02/19/1996,Phil Faries,601-353-2001,817 S. Congress,"Jackson,",MS,39201
5014,EKG,"ANPI Business, LLC",02/05/1996,Daniel Meldazis,312-348-8834,"550 W. Adams St., Suite 900",Chicago,IL,60661
5015,JSA,American Broadband and Telecommunications Company,2/22/2006,David Noe,419-824-5815,"1 Seagate, Suite 600",Toledo,OH,43604
5017,ADY,Amadeus Communications,07/19/1995,Rob Baumann,---,5317 Signal Peak,Arlington,TX,76060
5018,BRH,Brahams Communications,07/19/1995,---,---,3803 Indian Spring Trail,Arlington,TX,76016
5019,DVK,Dvorak,,Vince Paul,817-899-8351,112 Stanbury St.,Mansfield,TX,76063
5020,FVN,Friendly Voice Network,07/19/1995,Vilma Lorian,817-307-9840,112 Stanbury St.,Mansfield,TX,76063
5022,RAB,"Race Telecommunications, Inc.",9/11/2009,Carlos Alcantar,650-649-3550,101 Haskins Way,South San Francisco,CA,94080
5023,---,InformationTelcharge.com Inc.,9/17/2008,Marie-Claire Jones,514-985-2570,1087 rue St. Denis,"Montreal, Quebec",Canada,H2X 3J3
5024,SHH,Sharon Telephone Company,01/11/2002,Donald E. Weig,262-736-9981,"105 Plain St., P.O. Box 400","Sharon,",WI,53585
5025,GTQ,"GTC, Inc.",11/30/2001,Sherri L. Stephens,918-253-4231,226 South Fourth St.,"Jay,",OK,74346
5026,OUE,"South Central Telcom, LLC",01/11/2002,Julie Skipworth,270-678-8229,1399 Happy Valley Rd.,"Glasgow,",KY,42142-0159
5027,HTQ,"Hill Country Telephone Cooperative, Inc.",1/29/2008,Patrick Tinley,830-367-6248,"P.O. Drawer D, 220 Carolyn St.",Ingram,TX,78025
5028,IDL,"MidlandsNet, LLC",11/25/2003,Robert M. Gannon,712-786-1181,"012 E. 3rd St., P.O. Box 330","Remsen,",IA,51050-0330
5030,MVW,"Mountainview Communications, Inc.",07/19/1995,Curtis A. Lahti,---,N. 535 Hwy. 57,Random Lake,WI,53075
5031,YKC,"YK Communications, Ltd. dba GTC-LD",11/26/2003,Bill Rakowitz,361-771-3331,115 W. Putnam,"Ganado,",TX,77962
5035,ETJ,Execulink Telecom Inc.,12/7/2009,Martha Facey,519-456-7230,1127 Ridgeway Rd.,"Woodstock, Ontario",CANADA,N4V 1E3
5036,LLJ,"Mediacom Telephony of Illinois, LLC",2/9/2010,Mari Grzechowski,845-433-2633,1 Mediacom Way,Mediacom Park,NY,10918
5038,EPN,"Telepak Networks, Inc.",01/26/1998,Craig Miller,601-974-7126,"1018 Highland Colony Pkwy., Suite 400",Ridgeland,MS,39157
5039,HTO,HTC Communications LLC,11/26/2003,Robert M. Gannon,712-786-1181,"012 E. 3rd St., P.O. Box 330","Remsen,",IA,51050-0330
5041,PBU,Paul Bunyan Rural Telephone Cooperative,06/27/2001,Gary Johnson,218-444-1234,"1831 Anne St. NW, Suite 100","Bemidji,",MN,56601-5612
5042,FPO,Far Point,12/14/1995,Don Erickson,---,8720 Colonial Dr.,Crandall,TX,77429
5044,NRN,"North American Telephone Network, Inc.",01/20/1996,---,---,---,---,---,---
5045,XUT,UTS,2/29/2012,Roy Richardson,721-542-0101,Codville Webster Road - 2,Philipsburg,St. Maarten,- - 
5046,CAL,"CenturyLink Communications, LLC",1/24/1996,James B. Cooper,318-340-5343,100 CenturyLink Dr.,Monroe,LA,71203
5047,HLC,"HLC - Internet, Incorporated",07/10/1996,Chuck Riddle,703-904-4304,"19800 MacArthur Blvd., Suite 700","Irvine,",CA,92715
5048,AVS,Level 3 Telecom Management Co. LLC,07/19/1996,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
5049,FNM,FiberNet Monticello,10/23/2009,Brett Christiansen,218-346-8138,150 2nd Street SW,Perham,MN,56573
5050,BAD,Bell Atlantic Communications,,laura.r.dalton@verizon.com,,,,,
5051,BIO,"The Basico Group, Inc.",01/27/2000,Daniel Garcia,---,---,---,---,---
5052,FVA,Five Area Long Distance,07/22/1996,Patti Kent,806-272-5533,"P.O. Box 468, 302 Uvalde St.",Muleshoe,TX,79347
5053,HCB,"Hill Country Telecommunications, LLC",12/18/2009,Patrick Tinley,830-367-6248,"P.O. Drawer D, 220 Carolyn St.",Ingram,TX,78025
5054,---,InformationTelcharge.com Inc.,4/12/2010,Marie-Claire Jones,514-985-2570,1087 rue St. Denis,"Montreal, Quebec",Canada,H2X 3J3
5056,EPN,"Telepak Networks, Inc.",04/30/1997,Craig Miller,601-974-7126,"1018 Highland Colony Pkwy., Suite 400",Ridgeland,MS,39157
5058,HLT,Chillicothe Telephone Co.,08/07/1997,Jeffrey Blevins,740-772-8327,68 E. Main St.,"Chillicothe,",OH,45601
5062,XCT,XCOM Technologies (Level 3),08/01/1996,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
5065,NNR,New North Telecommunications dba Citizens Long Distance,8/19/1997,William Johnson,585-777-1572,180 S. Clinton Ave.,"Rochester,",NY,14646
5066,MNO,Zayo Canada Inc.,12/09/1997,Catherine O'Grady,416-644-9703,200 Wellington Street,"Toronto, Ontario",CANADA,M5G 3V2
5067,BRL,Brazos Long Distance,03/18/1997,Jan Hobson,940-564-5659,109 North Avenue D,"Olney,",TX,76374
5068,KIL,Catskills Communications Inc.,09/23/1997,Glen Faulkner,845-586-3311,50 Swart St.,"Margaretville,",NY,12455
5069,HOC,Choice One Communications,12/09/1997,Edward J. Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
5070,DVM,Daviess-Martin RTC Telecommunications Company,06/22/1999,Sheila McCracken,812-486-3211,244 N Main Street,Montgomery,IN,47558
5071,AXQ,"Axces, Inc.",06/14/1996,Tim Till,---,"2500 Wilcrest, Suite 500","Houston,",TX,77042
5072,PBX,Southwestern Bell Comm. Svc. Inc. dba Pacific Bell Long Distance,11/07/1995,Joe Brozynski,414-283-0991,722 N Broadway 04M275C,Milwaukee,WI,53202
5073,SLA,Selectronics Corporation,09/23/1997,Roger Nishi,802-496-8336,3898 Main St.,"Waitsfield,",VT,05673
5074,SLA,Selectronics Corporation,09/23/1997,Roger Nishi,802-496-8336,3898 Main St.,"Waitsfield,",VT,05673
5075,MWV,"Teligent Services, Inc.",07/29/1997,---,---,---,---,---,---
5078,WNK,"Wisconsin Independent Network, LLC",5/3/2018,Roger Hermsen,715-858-3174,4955 Bullis Farm Rd.,Eau Claire,WI,54701
5080,PGJ,"PNG Telecomms., Inc. dba PowerNet Global Communications",01/27/1999,Penny Thurnau,513-942-7900,8805 Governor's Hill Drive,Cincinnati,OH,45249
5081,OFM,"Oregon Farmers Mutual Long Distance, Inc.",08/18/1999,Joseph Glass,660-446-3391,118 E. Nodaway Street,Oregon,MO,64473
5083,NRF,Norfolk County Internet,08/17/1998,Alex Rodriguez,508-528-2920,13-25  Main St.,"Franklin,",MA,02038
5084,GWX,"Greenway Communications, LLC",9/17/2019,Michael Hatfield,817-724-2125,1114 Meadow Crest Lane,Mansfield,TX,76063
5085,KMD,"West Telecom Services, LLC",3/3/2006,Christi Martin,469-727-1536,"3200 W. Pleasant Run Rd., Suite 300",Lancaster,TX,75146
5086,QMO,"MCC Telephony, LLC",1/5/2011,Mari Grzechowski,845-443-2633,1 Mediacom Way,Mediacom Park,NY,10918
5089,NLA,"NTC Net Long Distance, Inc.",07/23/1997,Joseph A. Tomaino,315-845-2000,3077 Bridge St.,"Newport,",NY,13416
5091,IBP,"Bright Packet, Inc.",1/17/2019,Jong H. Yeo,213-226-0844,800 S Hope St.,Los Angeles,CA,90017
5092,ROU,RTC Communications Corp. dba RTC Long Distance,03/30/1999,Tami R. Paulik,574-223-2191,"117 W. 8th St., P.O. Box 507","Rochester,",IN,46975
5093,KNO,"KanOkla Communications, Inc. dba Kan Okla Long Distance",7/8/1999,Steve Lontzenhiser,620-845-5682,100 KanOkla Ave.,Caldwell,KS,67022-0111
5094,WPH,"Westphalia Broadband, Inc.",7/25/2005,David Fox,989-587-5000,109 E. Main St.,Westphalia,MI,48894
5097,SGD,Scott County Long Distance,01/11/1999,William J. Franklin,276-452-9119,121 Woodland St.,"Gate City,",VA,24251
5098,TVK,Touchtone Communications,10/19/1999,Phil Crawford,606-253-2895,"250 W. Main St., 7th Floor","Lexington,",KY,40507
5100,PBF,"Enventis Telecom, Inc. dba Consolidated Communications",07/19/2002,Greg Haase,507-387-1793,221 E. Hickory St.,Mankato,MN,56001
